tau,r,phi,t
0.0000000000e+00,1.6348469228e+01,0.0000000000e+00,0.0000000000e+00
1.0000000000e+00,1.6348469228e+01,1.1224501604e-02,1.0492952466e+00
2.0000000000e+00,1.6348469228e+01,2.2449003207e-02,2.0985904931e+00
3.0000000000e+00,1.6348469228e+01,3.3673504811e-02,3.1478857397e+00
4.0000000000e+00,1.6348469228e+01,4.4898006415e-02,4.1971809862e+00
5.0000000000e+00,1.6348469228e+01,5.6122508019e-02,5.2464762327e+00
6.0000000000e+00,1.6348469228e+01,6.7347009622e-02,6.2957714793e+00
7.0000000000e+00,1.6348469228e+01,7.8571511226e-02,7.3450667258e+00
8.0000000000e+00,1.6348469228e+01,8.9796012830e-02,8.3943619724e+00
9.0000000000e+00,1.6348469228e+01,1.0102051443e-01,9.4436572189e+00
1.0000000000e+01,1.6348469228e+01,1.1224501604e-01,1.0492952465e+01
1.1000000000e+01,1.6348469228e+01,1.2346951764e-01,1.1542247712e+01
1.2000000000e+01,1.6348469228e+01,1.3469401924e-01,1.2591542959e+01
1.3000000000e+01,1.6348469228e+01,1.4591852085e-01,1.3640838205e+01
1.4000000000e+01,1.6348469228e+01,1.5714302245e-01,1.4690133452e+01
1.5000000000e+01,1.6348469228e+01,1.6836752406e-01,1.5739428698e+01
1.6000000000e+01,1.6348469228e+01,1.7959202566e-01,1.6788723945e+01
1.7000000000e+01,1.6348469228e+01,1.9081652726e-01,1.7838019191e+01
1.8000000000e+01,1.6348469228e+01,2.0204102887e-01,1.8887314438e+01
1.9000000000e+01,1.6348469228e+01,2.1326553047e-01,1.9936609685e+01
2.0000000000e+01,1.6348469228e+01,2.2449003207e-01,2.0985904931e+01
2.1000000000e+01,1.6348469228e+01,2.3571453368e-01,2.2035200178e+01
2.2000000000e+01,1.6348469228e+01,2.4693903528e-01,2.3084495424e+01
2.3000000000e+01,1.6348469228e+01,2.5816353689e-01,2.4133790671e+01
2.4000000000e+01,1.6348469228e+01,2.6938803849e-01,2.5183085917e+01
2.5000000000e+01,1.6348469228e+01,2.8061254009e-01,2.6232381164e+01
2.6000000000e+01,1.6348469228e+01,2.9183704170e-01,2.7281676410e+01
2.7000000000e+01,1.6348469228e+01,3.0306154330e-01,2.8330971657e+01
2.8000000000e+01,1.6348469228e+01,3.1428604490e-01,2.9380266904e+01
2.9000000000e+01,1.6348469228e+01,3.2551054651e-01,3.0429562150e+01
3.0000000000e+01,1.6348469228e+01,3.3673504811e-01,3.1478857397e+01
